PassengerId,Survived,Sex,Age,SibSp,Parch,Fare,Relatives,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S,Title_Army,Title_Clerisy,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Nobility,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Cabin_X
206,0.0,1,2.0,0,1,10.4625,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
207,0.0,0,32.0,1,0,15.85,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
208,1.0,0,26.0,0,0,18.7875,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
209,1.0,1,16.0,0,0,7.75,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
210,1.0,0,40.0,0,0,31.0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
211,0.0,0,24.0,0,0,7.05,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
212,1.0,1,35.0,0,0,21.0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
213,0.0,0,22.0,0,0,7.25,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
214,0.0,0,30.0,0,0,13.0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
215,0.0,0,24.0,1,0,7.75,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
216,1.0,1,31.0,1,0,113.275,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
217,1.0,1,27.0,0,0,7.925,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
218,0.0,0,42.0,1,0,27.0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
219,1.0,1,32.0,0,0,76.2917,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
220,0.0,0,30.0,0,0,10.5,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
221,1.0,0,16.0,0,0,8.05,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
222,0.0,0,27.0,0,0,13.0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
223,0.0,0,51.0,0,0,8.05,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
224,0.0,0,24.0,0,0,7.8958,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
225,1.0,0,38.0,1,0,90.0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
226,0.0,0,22.0,0,0,9.35,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
227,1.0,0,19.0,0,0,10.5,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
228,0.0,0,20.5,0,0,7.25,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
229,0.0,0,18.0,0,0,13.0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
230,0.0,1,24.0,3,1,25.4667,4,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
231,1.0,1,35.0,1,0,83.475,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
232,0.0,0,29.0,0,0,7.775,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
233,0.0,0,59.0,0,0,13.5,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
234,1.0,1,5.0,4,2,31.3875,6,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
235,0.0,0,24.0,0,0,10.5,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
236,0.0,1,24.0,0,0,7.55,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
237,0.0,0,44.0,1,0,26.0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
238,1.0,1,8.0,0,2,26.25,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
239,0.0,0,19.0,0,0,10.5,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
240,0.0,0,33.0,0,0,12.275,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
241,0.0,1,24.0,1,0,14.4542,1,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
242,1.0,1,24.0,1,0,15.5,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
243,0.0,0,29.0,0,0,10.5,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
244,0.0,0,22.0,0,0,7.125,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
245,0.0,0,30.0,0,0,7.225,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
246,0.0,0,44.0,2,0,90.0,2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
247,0.0,1,25.0,0,0,7.775,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
248,1.0,1,24.0,0,2,14.5,2,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
249,1.0,0,37.0,1,1,52.5542,2,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
250,0.0,0,54.0,1,0,26.0,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
251,0.0,0,24.0,0,0,7.25,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
252,0.0,1,29.0,1,1,10.4625,2,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
253,0.0,0,62.0,0,0,26.55,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
254,0.0,0,30.0,1,0,16.1,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
255,0.0,1,41.0,0,2,20.2125,2,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
256,1.0,1,29.0,0,2,15.2458,2,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
257,1.0,1,39.0,0,0,79.2,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
258,1.0,1,30.0,0,0,86.5,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
259,1.0,1,35.0,0,0,512.3292,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
260,1.0,1,50.0,0,1,26.0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
261,0.0,0,24.0,0,0,7.75,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
262,1.0,0,3.0,4,2,31.3875,6,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
263,0.0,0,52.0,1,1,79.65,2,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
264,0.0,0,40.0,0,0,0.0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
265,0.0,1,24.0,0,0,7.75,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
266,0.0,0,36.0,0,0,10.5,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
267,0.0,0,16.0,4,1,39.6875,5,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
268,1.0,0,25.0,1,0,7.775,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
269,1.0,1,58.0,0,1,153.4625,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
270,1.0,1,35.0,0,0,135.6333,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
271,0.0,0,39.0,0,0,31.0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
272,1.0,0,25.0,0,0,0.0,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
273,1.0,1,41.0,0,1,19.5,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
274,0.0,0,37.0,0,1,29.7,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
275,1.0,1,24.0,0,0,7.75,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
276,1.0,1,63.0,1,0,77.9583,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
277,0.0,1,45.0,0,0,7.75,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
278,0.0,0,29.0,0,0,0.0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
279,0.0,0,7.0,4,1,29.125,5,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
280,1.0,1,35.0,1,1,20.25,2,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
281,0.0,0,65.0,0,0,7.75,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
282,0.0,0,28.0,0,0,7.8542,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
283,0.0,0,16.0,0,0,9.5,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
284,1.0,0,19.0,0,0,8.05,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
285,0.0,0,39.0,0,0,26.0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
286,0.0,0,33.0,0,0,8.6625,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
287,1.0,0,30.0,0,0,9.5,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
288,0.0,0,22.0,0,0,7.8958,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
289,1.0,0,42.0,0,0,13.0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
290,1.0,1,22.0,0,0,7.75,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
291,1.0,1,26.0,0,0,78.85,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
292,1.0,1,19.0,1,0,91.0792,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
293,0.0,0,36.0,0,0,12.875,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
294,0.0,1,24.0,0,0,8.85,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
295,0.0,0,24.0,0,0,7.8958,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
296,0.0,0,39.0,0,0,27.7208,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
297,0.0,0,23.5,0,0,7.2292,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
298,0.0,1,2.0,1,2,151.55,3,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
299,1.0,0,39.0,0,0,30.5,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
300,1.0,1,50.0,0,1,247.5208,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
301,1.0,1,24.0,0,0,7.75,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
302,1.0,0,24.0,2,0,23.25,2,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
303,0.0,0,19.0,0,0,0.0,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
304,1.0,1,29.0,0,0,12.35,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
305,0.0,0,24.0,0,0,8.05,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
306,1.0,0,0.92,1,2,151.55,3,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
307,1.0,1,39.0,0,0,110.8833,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
308,1.0,1,17.0,1,0,108.9,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
309,0.0,0,30.0,1,0,24.0,1,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
310,1.0,1,30.0,0,0,56.9292,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
311,1.0,1,24.0,0,0,83.1583,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
312,1.0,1,18.0,2,2,262.375,4,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
313,0.0,1,26.0,1,1,26.0,2,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
314,0.0,0,28.0,0,0,7.8958,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
315,0.0,0,43.0,1,1,26.25,2,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
316,1.0,1,26.0,0,0,7.8542,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
317,1.0,1,24.0,1,0,26.0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
318,0.0,0,54.0,0,0,14.0,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
319,1.0,1,31.0,0,2,164.8667,2,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
320,1.0,1,40.0,1,1,134.5,2,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
321,0.0,0,22.0,0,0,7.25,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
322,0.0,0,27.0,0,0,7.8958,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
323,1.0,1,30.0,0,0,12.35,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
324,1.0,1,22.0,1,1,29.0,2,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
325,0.0,0,24.0,8,2,69.55,10,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
326,1.0,1,36.0,0,0,135.6333,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
327,0.0,0,61.0,0,0,6.2375,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
328,1.0,1,36.0,0,0,13.0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
329,1.0,1,31.0,1,1,20.525,2,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
330,1.0,1,16.0,0,1,57.9792,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
331,1.0,1,24.0,2,0,23.25,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
332,0.0,0,45.5,0,0,28.5,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
333,0.0,0,38.0,0,1,153.4625,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
334,0.0,0,16.0,2,0,18.0,2,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
335,1.0,1,39.0,1,0,133.65,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
336,0.0,0,24.0,0,0,7.8958,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
337,0.0,0,29.0,1,0,66.6,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
338,1.0,1,41.0,0,0,134.5,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
339,1.0,0,45.0,0,0,8.05,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
340,0.0,0,45.0,0,0,35.5,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
341,1.0,0,2.0,1,1,26.0,2,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
342,1.0,1,24.0,3,2,263.0,5,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
343,0.0,0,28.0,0,0,13.0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
344,0.0,0,25.0,0,0,13.0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
345,0.0,0,36.0,0,0,13.0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
346,1.0,1,24.0,0,0,13.0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
347,1.0,1,40.0,0,0,13.0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
348,1.0,1,24.0,1,0,16.1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
349,1.0,0,3.0,1,1,15.9,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
350,0.0,0,42.0,0,0,8.6625,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
351,0.0,0,23.0,0,0,9.225,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
352,0.0,0,39.0,0,0,35.0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
353,0.0,0,15.0,1,1,7.2292,2,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
354,0.0,0,25.0,1,0,17.8,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
355,0.0,0,24.0,0,0,7.225,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
356,0.0,0,28.0,0,0,9.5,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
357,1.0,1,22.0,0,1,55.0,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
358,0.0,1,38.0,0,0,13.0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
359,1.0,1,24.0,0,0,7.8792,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
360,1.0,1,24.0,0,0,7.8792,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
361,0.0,0,40.0,1,4,27.9,5,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
362,0.0,0,29.0,1,0,27.7208,1,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
363,0.0,1,45.0,0,1,14.4542,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
364,0.0,0,35.0,0,0,7.05,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
365,0.0,0,24.0,1,0,15.5,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
366,0.0,0,30.0,0,0,7.25,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
367,1.0,1,60.0,1,0,75.25,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
368,1.0,1,24.0,0,0,7.2292,0,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
369,1.0,1,24.0,0,0,7.75,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
370,1.0,1,24.0,0,0,69.3,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
371,1.0,0,25.0,1,0,55.4417,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
372,0.0,0,18.0,1,0,6.4958,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
373,0.0,0,19.0,0,0,8.05,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
374,0.0,0,22.0,0,0,135.6333,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
375,0.0,1,3.0,3,1,21.075,4,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
376,1.0,1,39.0,1,0,82.1708,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
377,1.0,1,22.0,0,0,7.25,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
378,0.0,0,27.0,0,2,211.5,2,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
379,0.0,0,20.0,0,0,4.0125,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
380,0.0,0,19.0,0,0,7.775,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
381,1.0,1,42.0,0,0,227.525,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
382,1.0,1,1.0,0,2,15.7417,2,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
383,0.0,0,32.0,0,0,7.925,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
384,1.0,1,35.0,1,0,52.0,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
385,0.0,0,24.0,0,0,7.8958,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
386,0.0,0,18.0,0,0,73.5,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
387,0.0,0,1.0,5,2,46.9,7,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
388,1.0,1,36.0,0,0,13.0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
389,0.0,0,24.0,0,0,7.7292,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
390,1.0,1,17.0,0,0,12.0,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
391,1.0,0,36.0,1,2,120.0,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
392,1.0,0,21.0,0,0,7.7958,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
393,0.0,0,28.0,2,0,7.925,2,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
394,1.0,1,23.0,1,0,113.275,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
395,1.0,1,24.0,0,2,16.7,2,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
396,0.0,0,22.0,0,0,7.7958,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
397,0.0,1,31.0,0,0,7.8542,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
398,0.0,0,46.0,0,0,26.0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
399,0.0,0,23.0,0,0,10.5,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
400,1.0,1,28.0,0,0,12.65,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
401,1.0,0,39.0,0,0,7.925,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
402,0.0,0,26.0,0,0,8.05,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
403,0.0,1,21.0,1,0,9.825,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
404,0.0,0,28.0,1,0,15.85,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
405,0.0,1,20.0,0,0,8.6625,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
406,0.0,0,34.0,1,0,21.0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
407,0.0,0,51.0,0,0,7.75,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
408,1.0,0,3.0,1,1,18.75,2,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
409,0.0,0,21.0,0,0,7.775,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
410,0.0,1,24.0,3,1,25.4667,4,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
411,0.0,0,24.0,0,0,7.8958,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
412,0.0,0,24.0,0,0,6.8583,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
413,1.0,1,33.0,1,0,90.0,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
